election_year;county_number;county;party_id;party_name;candidate_number;candidate_name;candidate_birthyear;candidate_residence;candidate_gender;date_part
2013;0900;Aust-Agder;A;Arbeiderpartiet;3;Tellef Inge Mørland;1980;Arendal;M;33
2013;0900;Aust-Agder;A;Arbeiderpartiet;4;Kristine Hallingstad;1991;Lillesand;K;22
2013;0900;Aust-Agder;A;Arbeiderpartiet;5;Andre Pedersen;1974;Grimstad;M;38
2013;0900;Aust-Agder;A;Arbeiderpartiet;6;Aina Adriansen Munthe;1972;Lillesand;K;41
2013;0900;Aust-Agder;A;Arbeiderpartiet;7;Per Kristian Lunden;1957;Risør;M;56
2013;0900;Aust-Agder;A;Arbeiderpartiet;8;Sig Tove Aasen;1952;Iveland;K;61
2013;0900;Aust-Agder;A;Arbeiderpartiet;9;Bård Nylund;1981;Gjerstad;M;32
2013;0900;Aust-Agder;A;Arbeiderpartiet;10;Sunniva Folgen Høiskar;1995;Arendal;K;18
2013;0900;Aust-Agder;KRISTNE;De Kristne;1;Bjørn Arne Engen;1961;Grimstad;M;51
2013;0900;Aust-Agder;KRISTNE;De Kristne;2;Norunn Hågan Walvick;1970;Mandal;K;43
2013;0900;Aust-Agder;KRISTNE;De Kristne;3;Einar Christensen;1955;Arendal;M;57
2013;0900;Aust-Agder;KRISTNE;De Kristne;4;Jan Ernst Gabrielsen;1945;Lyngdal;M;67
2013;0900;Aust-Agder;KRISTNE;De Kristne;5;Johannes Hemmingby;1950;Grimstad;M;62
2013;0900;Aust-Agder;KRISTNE;De Kristne;6;Oddvar Bentsen;1959;Vennesla;M;54
2013;0900;Aust-Agder;KRISTNE;De Kristne;7;Jan Tommy Fuglestad;1968;Mandal;M;45
2013;0900;Aust-Agder;KRISTNE;De Kristne;8;Roy Hoveland;1974;Lyngdal;M;39
2013;0900;Aust-Agder;KRISTNE;De Kristne;9;Sten Kristian Klevås-Olsen;1949;Moss;M;64
2013;0900;Aust-Agder;DEMN;Demokratene i Norge;1;Bjørn Inge Johansen;1970;Orkdal;M;43
2013;0900;Aust-Agder;DEMN;Demokratene i Norge;2;Fanny Lura;1982;Arendal;K;31
2013;0900;Aust-Agder;DEMN;Demokratene i Norge;3;Vidar Sveinung Kleppe;1963;Kristiansand;M;49
2013;0900;Aust-Agder;DEMN;Demokratene i Norge;4;Gunn Åshild Thoresen;1958;Grimstad;K;55
2013;0900;Aust-Agder;DEMN;Demokratene i Norge;5;Elin Fjermeros;1967;Birkenes;K;45
2013;0900;Aust-Agder;DEMN;Demokratene i Norge;6;Ole Tinghaug;1945;Arendal;M;67
2013;0900;Aust-Agder;DEMN;Demokratene i Norge;7;Pål Oskar Bertil Solbakken;1963;Lillesand;M;49
2013;0900;Aust-Agder;DEMN;Demokratene i Norge;8;Ruth Heidi Hovden;1971;Grimstad;K;42
2013;0900;Aust-Agder;DEMN;Demokratene i Norge;9;Odd Arnold Terjesen;1984;Arendal;M;29
2013;0900;Aust-Agder;DEMN;Demokratene i Norge;10;Liv Torunn Eriksen Hansen;1976;Arendal;K;36
2013;0900;Aust-Agder;FRP;Fremskrittspartiet;1;Ingebjørg Amanda Godskesen;1957;Arendal;K;56
2013;0900;Aust-Agder;FRP;Fremskrittspartiet;2;Lene Dolly Bjerkan Langemyr;1979;Grimstad;K;34
2013;0900;Aust-Agder;FRP;Fremskrittspartiet;3;Odd Gunnar Tveit;1964;Birkenes;M;49
2013;0900;Aust-Agder;FRP;Fremskrittspartiet;4;Oddvar Østreim;1958;Froland;M;55
2013;0900;Aust-Agder;FRP;Fremskrittspartiet;5;Ingunn Engelsvoll;1959;Vegårshei;K;54
2013;0900;Aust-Agder;FRP;Fremskrittspartiet;6;Jan Fred Pedersen;1945;Gjerstad;M;67
2013;0900;Aust-Agder;FRP;Fremskrittspartiet;7;Jan Erik Buarøy;1984;Grimstad;M;29
2013;0900;Aust-Agder;FRP;Fremskrittspartiet;8;Chim Andreas Kjølner;1978;Arendal;M;35
2013;0900;Aust-Agder;FRP;Fremskrittspartiet;9;Grethe Hellerud;1962;Risør;K;50
2013;0900;Aust-Agder;FRP;Fremskrittspartiet;10;Anders Strand Kylland;1967;Arendal;M;45
2013;0900;Aust-Agder;H;Høyre;1;Svein Harberg;1958;Grimstad;M;55
2013;0900;Aust-Agder;H;Høyre;2;Arne Thomassen;1959;Lillesand;M;54
2013;0900;Aust-Agder;H;Høyre;3;Maiken Messel;1954;Arendal;K;58
2013;0900;Aust-Agder;H;Høyre;4;Bjørgulv Sverdrup Lund;1967;Valle;M;46
2013;0900;Aust-Agder;H;Høyre;5;Eirik Jørstad;1991;Arendal;M;22
2013;0900;Aust-Agder;H;Høyre;6;Siri Kristoffersen Bertelsen;1946;Tvedestrand;K;66
2013;0900;Aust-Agder;H;Høyre;7;Sara Zachariassen;1974;Arendal;K;39
2013;0900;Aust-Agder;H;Høyre;8;Torunn Ostad;1972;Grimstad;K;41
2013;0900;Aust-Agder;H;Høyre;9;Kristoffer Andreas Lyngvi;1978;Arendal;M;35
2013;0900;Aust-Agder;H;Høyre;10;Arild Windsland;1959;Birkenes;M;53
2013;0900;Aust-Agder;KRF;Kristelig Folkeparti;1;Kjell Ingolf Ropstad;1985;Evje og Hornnes;M;28
2013;0900;Aust-Agder;KRF;Kristelig Folkeparti;2;Terje Østebø Eikin;1975;Arendal;M;37
2013;0900;Aust-Agder;KRF;Kristelig Folkeparti;3;Ingebjørg Ribe Rudihagen;1957;Lillesand;K;56
2013;0900;Aust-Agder;KRF;Kristelig Folkeparti;4;Trine Hilmer Syvertsen;1968;Grimstad;K;45
2013;0900;Aust-Agder;KRF;Kristelig Folkeparti;5;Jon-Olav Strand;1959;Risør;M;53
2013;0900;Aust-Agder;KRF;Kristelig Folkeparti;6;Caroline Hol;1978;Arendal;K;34
2013;0900;Aust-Agder;KRF;Kristelig Folkeparti;7;Ove Gundersen;1955;Froland;M;57
2013;0900;Aust-Agder;KRF;Kristelig Folkeparti;8;Anne Kristiansen;1960;Birkenes;K;53
2013;0900;Aust-Agder;KRF;Kristelig Folkeparti;9;Haldis Kverum Carlsen;1951;Tvedestrand;K;61
2013;0900;Aust-Agder;KRF;Kristelig Folkeparti;10;Sveinung Seljås;1958;Åmli;M;54
2013;0900;Aust-Agder;KSP;Kristent Samlingsparti;1;Ørnulf Norman Nandrup;1933;Birkenes;M;80
2013;0900;Aust-Agder;KSP;Kristent Samlingsparti;2;Bjørn Sæther;1955;Trondheim;M;57
2013;0900;Aust-Agder;KSP;Kristent Samlingsparti;3;Elisabeth Arnet Sandvik;1938;Trondheim;K;75
2013;0900;Aust-Agder;KSP;Kristent Samlingsparti;4;Stian Bruaset;1982;Trondheim;M;31
2013;0900;Aust-Agder;KSP;Kristent Samlingsparti;5;Johan Nikolai Solem;1946;Agdenes;M;67
2013;0900;Aust-Agder;KSP;Kristent Samlingsparti;6;Arne Holte;1951;Midtre Gauldal;M;61
2013;0900;Aust-Agder;KSP;Kristent Samlingsparti;7;Ragnhild Sødahl;1937;Trondheim;K;76
2013;0900;Aust-Agder;KYST;Kystpartiet;1;Steinar Bastesen;1945;Brønnøy;M;68
2013;0900;Aust-Agder;KYST;Kystpartiet;2;Tore Boye;1939;Arendal;M;74
2013;0900;Aust-Agder;KYST;Kystpartiet;3;Reidar Nyhaven;1943;Åmli;M;69
2013;0900;Aust-Agder;KYST;Kystpartiet;4;Gudmund Boye;1941;Grimstad;M;72
2013;0900;Aust-Agder;KYST;Kystpartiet;5;Kjell Leif Bergtun;1951;Sandefjord;M;61
2013;0900;Aust-Agder;KYST;Kystpartiet;6;Rihab Al-Gazzi;1985;Arendal;K;27
2013;0900;Aust-Agder;KYST;Kystpartiet;7;Erlinda Portuguese Bergtun;1962;Sandefjord;K;51
2013;0900;Aust-Agder;KYST;Kystpartiet;8;Magne Oland;1979;Arendal;M;34
2013;0900;Aust-Agder;KYST;Kystpartiet;9;Magne Boye;1973;Arendal;M;39
2013;0900;Aust-Agder;MDG;Miljøpartiet De Grønne;1;Johannes Moen;1982;Arendal;M;30
2013;0900;Aust-Agder;MDG;Miljøpartiet De Grønne;2;Vidar Sigmund Øy;1949;Arendal;M;63
2013;0900;Aust-Agder;MDG;Miljøpartiet De Grønne;3;Ragnhild Tønnessen;1970;Lillesand;K;43
2013;0900;Aust-Agder;MDG;Miljøpartiet De Grønne;4;Siv Nina Forsmo Eidissen;1957;Risør;K;56
2013;0900;Aust-Agder;MDG;Miljøpartiet De Grønne;5;Greta Birgitte Jaksholt;1978;Lillesand;K;35
2013;0900;Aust-Agder;MDG;Miljøpartiet De Grønne;6;Per Erling Fløistad;1987;Arendal;M;26
2013;0900;Aust-Agder;MDG;Miljøpartiet De Grønne;7;Nora-Kristin Majlaton;1989;Arendal;K;23
2013;0900;Aust-Agder;MDG;Miljøpartiet De Grønne;8;Ben Økland;1946;Lillesand;M;67
2013;0900;Aust-Agder;MDG;Miljøpartiet De Grønne;9;Lene Engdahl;1966;Arendal;K;47
2013;0900;Aust-Agder;MDG;Miljøpartiet De Grønne;10;Tonje Følling Valenzuela;1964;Arendal;K;49
2013;0900;Aust-Agder;PP;Pensjonistpartiet;1;Odd Victor Jørgensen;1952;Grimstad;M;61
2013;0900;Aust-Agder;PP;Pensjonistpartiet;2;Tor Olav Tønnessen;1945;Lillesand;M;68
2013;0900;Aust-Agder;PP;Pensjonistpartiet;3;Olav Reiersølmoen;1944;Arendal;M;69
2013;0900;Aust-Agder;PP;Pensjonistpartiet;4;Eldbjørg Marit G. Yttrelid Tengelsen;1950;Arendal;K;63
2013;0900;Aust-Agder;PP;Pensjonistpartiet;5;Arnt Helleren;1944;Lillesand;M;69
2013;0900;Aust-Agder;PP;Pensjonistpartiet;6;Jon Kolbjørn Lindset;1933;Arendal;M;79
2013;0900;Aust-Agder;PP;Pensjonistpartiet;7;Thor Olav Govertsen;1939;Lillesand;M;73
2013;0900;Aust-Agder;PP;Pensjonistpartiet;8;Odd Longum;1945;Arendal;M;68
2013;0900;Aust-Agder;PP;Pensjonistpartiet;9;John Tellman Tjuslia;1936;Arendal;M;77
2013;0900;Aust-Agder;PP;Pensjonistpartiet;10;Leiv Per Olsen;1943;Lillesand;M;70
2013;0900;Aust-Agder;PIR;Piratpartiet;1;Shahab Afsharipour;1987;Grimstad;M;25
2013;0900;Aust-Agder;PIR;Piratpartiet;2;Lars Erik Schou;1977;Tvedestrand;M;35
2013;0900;Aust-Agder;PIR;Piratpartiet;3;Targeir Attestog;1989;Bygland;M;24
2013;0900;Aust-Agder;PIR;Piratpartiet;4;Tale Mathilde Haukbjørk Christiansen Østrådal;1989;Kristiansand;K;23
2013;0900;Aust-Agder;RØDT;Rødt;1;Knut Henning Thygesen;1953;Risør;M;60
2013;0900;Aust-Agder;RØDT;Rødt;2;Kari Helene Vibe;1946;Risør;K;66
2013;0900;Aust-Agder;RØDT;Rødt;3;Johanne S. Tunne Torstveit;1957;Arendal;K;56
2013;0900;Aust-Agder;RØDT;Rødt;4;Hege Kristin Kirkhusmo;1960;Risør;K;53
2013;0900;Aust-Agder;RØDT;Rødt;5;Karen Theresie Andersen;1955;Åmli;K;58
2013;0900;Aust-Agder;RØDT;Rødt;6;Daniel Lee Glaser;1942;Risør;M;71
2013;0900;Aust-Agder;RØDT;Rødt;7;Jonny Ingebrigtsen;1957;Arendal;M;55
2013;0900;Aust-Agder;SP;Senterpartiet;1;Kåre Gunnar Fløystad;1988;Arendal;M;25
2013;0900;Aust-Agder;SP;Senterpartiet;2;Gro Anita Mykjåland;1976;Iveland;K;36
2013;0900;Aust-Agder;SP;Senterpartiet;3;Kirsten Helen Myren;1980;Vegårshei;K;33
2013;0900;Aust-Agder;SP;Senterpartiet;4;Tor Hallvard Torson Mosdøl;1982;Bykle;M;31
2013;0900;Aust-Agder;SP;Senterpartiet;5;Tone Høiland Ween;1992;Evje og Hornnes;K;20
2013;0900;Aust-Agder;SP;Senterpartiet;6;Tore Stalleland;1964;Grimstad;M;49
2013;0900;Aust-Agder;SP;Senterpartiet;7;Tellef Olstad;1954;Åmli;M;59
2013;0900;Aust-Agder;SP;Senterpartiet;8;Heidi Hødnebø;1955;Risør;K;58
2013;0900;Aust-Agder;SP;Senterpartiet;9;Ole Magne Omdal;1956;Iveland;M;57
2013;0900;Aust-Agder;SP;Senterpartiet;10;Åse Ingebjørg Flateland;1965;Valle;K;47
2013;0900;Aust-Agder;SV;Sosialistisk Venstreparti;1;Issifou Koanda;1961;Grimstad;M;52
2013;0900;Aust-Agder;SV;Sosialistisk Venstreparti;2;Astrid Irene Schmidt;1970;Lillesand;K;42
2013;0900;Aust-Agder;SV;Sosialistisk Venstreparti;3;Helge Thorbjørnsen;1959;Froland;M;54
2013;0900;Aust-Agder;SV;Sosialistisk Venstreparti;4;Lene Lie;1985;Arendal;K;28
2013;0900;Aust-Agder;SV;Sosialistisk Venstreparti;5;Kjetil Homdal;1992;Åmli;M;21
2013;0900;Aust-Agder;SV;Sosialistisk Venstreparti;6;Hayette Aidaoui Mahmoud;1962;Arendal;K;50
2013;0900;Aust-Agder;SV;Sosialistisk Venstreparti;7;Einar Krafft Myhren;1965;Arendal;M;48
2013;0900;Aust-Agder;SV;Sosialistisk Venstreparti;8;Marit Johanne Aass;1949;Tvedestrand;K;63
2013;0900;Aust-Agder;SV;Sosialistisk Venstreparti;9;Inger Elisabeth Birkeland Slågedal;1961;Birkenes;K;51
2013;0900;Aust-Agder;SV;Sosialistisk Venstreparti;10;Torbjørn Urfjell;1977;Gjerstad;M;35
2013;0900;Aust-Agder;V;Venstre;1;Hans Tormod Antonsen;1965;Grimstad;M;47
2013;0900;Aust-Agder;V;Venstre;2;Kristin Øygarden;1980;Kristiansand;K;32
2013;0900;Aust-Agder;V;Venstre;3;Pål Koren Pedersen;1966;Arendal;M;47
2013;0900;Aust-Agder;V;Venstre;4;Eva Kvelland;1980;Kristiansand;K;33
2013;0900;Aust-Agder;V;Venstre;5;Beate Marie Johnsen;1962;Farsund;K;50
2013;0900;Aust-Agder;V;Venstre;6;Jacob Handegard;1995;Arendal;M;18
2013;0900;Aust-Agder;V;Venstre;7;Sara Sægrov Ruud;1972;Risør;K;41
2013;0900;Aust-Agder;V;Venstre;8;Reidar Arvid Gausdal;1949;Flekkefjord;M;64
2013;0900;Aust-Agder;V;Venstre;9;Petter Natanael Toldnæs;1978;Lillesand;M;35
2013;0900;Aust-Agder;V;Venstre;10;Anne Margrethe Larsen;1950;Flekkefjord;K;63
2013;1000;Vest-Agder;A;Arbeiderpartiet;1;Kari Henriksen;1955;Kristiansand;K;57
2013;1000;Vest-Agder;A;Arbeiderpartiet;2;Odd Omland;1956;Kvinesdal;M;57
2013;1000;Vest-Agder;A;Arbeiderpartiet;3;Linda Verdal;1966;Mandal;K;47
2013;1000;Vest-Agder;A;Arbeiderpartiet;4;Trond Henry Blattmann;1964;Kristiansand;M;48
2013;1000;Vest-Agder;A;Arbeiderpartiet;5;Jannike Sveinsdatter Arnesen;1992;Kristiansand;K;21
2013;1000;Vest-Agder;A;Arbeiderpartiet;6;Helge Sandåker;1955;Marnardal;M;58
2013;1000;Vest-Agder;A;Arbeiderpartiet;7;Anne Aglen Bystadhagen;1962;Flekkefjord;K;50
2013;1000;Vest-Agder;A;Arbeiderpartiet;8;Abdullahi Mohamed Alason;1970;Kristiansand;M;42
2013;1000;Vest-Agder;A;Arbeiderpartiet;9;Karin Hodne;1965;Vennesla;K;47
2013;1000;Vest-Agder;A;Arbeiderpartiet;10;Jan Erik Tønnesland;1965;Songdalen;M;48
2013;1000;Vest-Agder;A;Arbeiderpartiet;11;Line Strisland;1968;Audnedal;K;44
2013;1000;Vest-Agder;A;Arbeiderpartiet;12;Helge Morris Nesheim;1965;Farsund;M;48
2013;1000;Vest-Agder;KRISTNE;De Kristne;1;Norunn Hågan Walvick;1970;Bergen;K;43
2013;1000;Vest-Agder;KRISTNE;De Kristne;2;Bjørn Arne Engen;1961;Grimstad;M;51
2013;1000;Vest-Agder;KRISTNE;De Kristne;3;Einar Christensen;1955;Arendal;M;57
2013;1000;Vest-Agder;KRISTNE;De Kristne;4;Jan Ernst Gabrielsen;1945;Lyngdal;M;67
2013;1000;Vest-Agder;KRISTNE;De Kristne;5;Johannes Hemmingby;1950;Grimstad;M;62
2013;1000;Vest-Agder;KRISTNE;De Kristne;6;Oddvar Bentsen;1959;Vennesla;M;54
2013;1000;Vest-Agder;KRISTNE;De Kristne;7;Jan Tommy Fuglestad;1968;Mandal;M;45
2013;1000;Vest-Agder;KRISTNE;De Kristne;8;Roy Hoveland;1974;Lyngdal;M;39
2013;1000;Vest-Agder;KRISTNE;De Kristne;9;Sten Kristian Klevås-Olsen;1949;Moss;M;64
2013;1000;Vest-Agder;DEMN;Demokratene i Norge;1;Vidar Sveinung Kleppe;1963;Kristiansand;M;49
2013;1000;Vest-Agder;DEMN;Demokratene i Norge;2;Jan Simonsen;1953;Rælingen;M;60
2013;1000;Vest-Agder;DEMN;Demokratene i Norge;3;Grete Cecilie Hansen;1947;Kristiansand;K;66
2013;1000;Vest-Agder;DEMN;Demokratene i Norge;4;Liv Berit Li;1950;Lindesnes;K;62
2013;1000;Vest-Agder;DEMN;Demokratene i Norge;5;Thor Messel;1961;Songdalen;M;51
2013;1000;Vest-Agder;DEMN;Demokratene i Norge;6;Ann Karina Holtan;1960;Vennesla;K;53
2013;1000;Vest-Agder;DEMN;Demokratene i Norge;7;Terje Svendsen;1959;Kristiansand;M;54
2013;1000;Vest-Agder;DEMN;Demokratene i Norge;8;Mayrunn Pedersen Bekkerhus;1968;Mandal;K;44
2013;1000;Vest-Agder;DEMN;Demokratene i Norge;9;Veronica Svendsen;1988;Vennesla;K;24
2013;1000;Vest-Agder;DEMN;Demokratene i Norge;10;Iren Jæger;1956;Kristiansand;K;56
2013;1000;Vest-Agder;DEMN;Demokratene i Norge;11;Unni Venke Hansen;1954;Songdalen;K;59
2013;1000;Vest-Agder;DEMN;Demokratene i Norge;12;Karsten Johannessen;1925;Kristiansand;M;87
2013;1000;Vest-Agder;DLF;Det Liberale Folkepartiet;1;Christian Rødli Amble;1989;Kristiansand;M;23
2013;1000;Vest-Agder;DLF;Det Liberale Folkepartiet;2;Emil Christopher Solli Melar;1981;Songdalen;M;31
2013;1000;Vest-Agder;DLF;Det Liberale Folkepartiet;3;Stein Inge Egeland;1991;Kvinesdal;M;22
2013;1000;Vest-Agder;DLF;Det Liberale Folkepartiet;4;Vegard Martinsen;1955;Oslo;M;58
2013;1000;Vest-Agder;DLF;Det Liberale Folkepartiet;5;Per Arne Karlsen;1972;Oppegård;M;41
2013;1000;Vest-Agder;DLF;Det Liberale Folkepartiet;6;Lasse Kleive Lien;1988;Bergen;M;24
2013;1000;Vest-Agder;DLF;Det Liberale Folkepartiet;7;Martin Fagereng Johansen;1984;Oslo;M;29
2013;1000;Vest-Agder;DLF;Det Liberale Folkepartiet;8;Petter Sandstad;1987;Oslo;M;25
2013;1000;Vest-Agder;DLF;Det Liberale Folkepartiet;9;Tore Aabø;1973;Oslo;M;40
2013;1000;Vest-Agder;DLF;Det Liberale Folkepartiet;10;Lars-Erik Bruce;1984;Oslo;M;29
2013;1000;Vest-Agder;DLF;Det Liberale Folkepartiet;11;Richard Andreassen;1982;Oslo;M;31
2013;1000;Vest-Agder;DLF;Det Liberale Folkepartiet;12;Jarle Brunsell;1965;Oslo;M;48
2013;1000;Vest-Agder;FRP;Fremskrittspartiet;1;Åse Michaelsen;1960;Mandal;K;53
2013;1000;Vest-Agder;FRP;Fremskrittspartiet;2;Kjell Ivar Larsen;1968;Kvinesdal;M;45
2013;1000;Vest-Agder;FRP;Fremskrittspartiet;3;Øyvind Berntsen;1959;Kristiansand;M;54
2013;1000;Vest-Agder;FRP;Fremskrittspartiet;4;Gisle Meininger Saudland;1986;Flekkefjord;M;27
2013;1000;Vest-Agder;FRP;Fremskrittspartiet;5;Charlotte Hansen Søyland;1992;Søgne;K;21
2013;1000;Vest-Agder;FRP;Fremskrittspartiet;6;Bjørn Pedersen;1961;Farsund;M;52
2013;1000;Vest-Agder;FRP;Fremskrittspartiet;7;Line Skøii Vennesland;1965;Vennesla;K;48
2013;1000;Vest-Agder;FRP;Fremskrittspartiet;8;Arild Birkenes;1946;Songdalen;M;67
2013;1000;Vest-Agder;FRP;Fremskrittspartiet;9;Robin Bårdsen;1989;Mandal;M;24
2013;1000;Vest-Agder;FRP;Fremskrittspartiet;10;Celina Rosander Lund;1994;Kristiansand;K;18
2013;1000;Vest-Agder;FRP;Fremskrittspartiet;11;Leif Gunnar Holand;1968;Kristiansand;M;44
2013;1000;Vest-Agder;FRP;Fremskrittspartiet;12;Egel Terkelsen;1957;Søgne;M;56
2013;1000;Vest-Agder;H;Høyre;1;Ingunn Foss;1960;Lyngdal;K;53
2013;1000;Vest-Agder;H;Høyre;2;Norunn Tveiten Benestad;1956;Kristiansand;K;56
2013;1000;Vest-Agder;H;Høyre;3;Benjamin Grønvold;1989;Søgne;M;23
2013;1000;Vest-Agder;H;Høyre;4;Ånen Werdal;1951;Hægebostad;M;61
2013;1000;Vest-Agder;H;Høyre;5;Benedichte Limmesand;1987;Lyngdal;K;26
2013;1000;Vest-Agder;H;Høyre;6;Jan Sigbjørnsen;1959;Flekkefjord;M;54
2013;1000;Vest-Agder;H;Høyre;7;Thorstein Dyrstad;1959;Mandal;M;54
2013;1000;Vest-Agder;H;Høyre;8;Henriette Brekne Jensen;1972;Farsund;K;41
2013;1000;Vest-Agder;H;Høyre;9;Gordon Fuglestad;1957;Kristiansand;M;56
2013;1000;Vest-Agder;H;Høyre;10;Lena Rannestad Kloster;1972;Kvinesdal;K;41
2013;1000;Vest-Agder;H;Høyre;11;Janne Fardal Kristoffersen;1970;Lindesnes;K;42
2013;1000;Vest-Agder;H;Høyre;12;Jens Røed;1968;Vennesla;M;45
2013;1000;Vest-Agder;KRF;Kristelig Folkeparti;1;Hans Fredrik Grøvan;1953;Lyngdal;M;59
2013;1000;Vest-Agder;KRF;Kristelig Folkeparti;2;Torhild Roland Bransdal;1956;Vennesla;K;57
2013;1000;Vest-Agder;KRF;Kristelig Folkeparti;3;Per Sverre Kvinlaug;1974;Kvinesdal;M;38
2013;1000;Vest-Agder;KRF;Kristelig Folkeparti;4;Livar Veggeland;1984;Kristiansand;M;29
2013;1000;Vest-Agder;KRF;Kristelig Folkeparti;5;Hanne Ragnhild Risvold;1949;Flekkefjord;K;64
2013;1000;Vest-Agder;KRF;Kristelig Folkeparti;6;Viggo Lütcherath;1962;Kristiansand;M;51
2013;1000;Vest-Agder;KRF;Kristelig Folkeparti;7;Celina Hagen;1990;Vennesla;K;23
2013;1000;Vest-Agder;KRF;Kristelig Folkeparti;8;Torrey Skeibrok;1958;Farsund;M;54
2013;1000;Vest-Agder;KRF;Kristelig Folkeparti;9;Grete Kvelland Skaara;1956;Kristiansand;K;57
2013;1000;Vest-Agder;KRF;Kristelig Folkeparti;10;Øystein Sangesland;1968;Marnardal;M;45
2013;1000;Vest-Agder;KRF;Kristelig Folkeparti;11;Tore Askildsen;1957;Mandal;M;55
2013;1000;Vest-Agder;KRF;Kristelig Folkeparti;12;Reidun Bakken;1954;Audnedal;K;58
2013;1000;Vest-Agder;KYST;Kystpartiet;1;Roger Dyrøy;1972;Mandal;M;41
2013;1000;Vest-Agder;KYST;Kystpartiet;2;Alf Ulland;1955;Flekkefjord;M;57
2013;1000;Vest-Agder;KYST;Kystpartiet;3;Thronn Arve Eddmann Stordahl;1950;Farsund;M;63
2013;1000;Vest-Agder;KYST;Kystpartiet;4;Harry Martin Buschmann;1965;Farsund;M;47
2013;1000;Vest-Agder;KYST;Kystpartiet;5;Roar Bjørn Nilsen;1966;Flekkefjord;M;46
2013;1000;Vest-Agder;KYST;Kystpartiet;6;John Morten Varhaug;1968;Mandal;M;44
2013;1000;Vest-Agder;KYST;Kystpartiet;7;Tormod Odvar Harald Olsen;1942;Farsund;M;71
2013;1000;Vest-Agder;MDG;Miljøpartiet De Grønne;1;Birte Simonsen;1948;Kristiansand;K;65
2013;1000;Vest-Agder;MDG;Miljøpartiet De Grønne;2;Pål Thygesen;1988;Oslo;M;25
2013;1000;Vest-Agder;MDG;Miljøpartiet De Grønne;3;Lise-Rigmor Hoff;1975;Mandal;K;37
2013;1000;Vest-Agder;MDG;Miljøpartiet De Grønne;4;Arild Strømmen;1953;Kristiansand;M;60
2013;1000;Vest-Agder;MDG;Miljøpartiet De Grønne;5;Camilla Kinnapel Laudal;1995;Kristiansand;K;18
2013;1000;Vest-Agder;MDG;Miljøpartiet De Grønne;6;Gerhard Spikkeland;1970;Marnardal;M;42
2013;1000;Vest-Agder;MDG;Miljøpartiet De Grønne;7;Birgitte Svendsen Kleivset;1972;Kristiansand;K;40
2013;1000;Vest-Agder;MDG;Miljøpartiet De Grønne;8;Uwe Sander Bongsted;1975;Mandal;M;38
2013;1000;Vest-Agder;MDG;Miljøpartiet De Grønne;9;Arlyn Elverhøy Rosfjord;1958;Kristiansand;K;55
2013;1000;Vest-Agder;MDG;Miljøpartiet De Grønne;10;Salve Erling Egeland;1969;Mandal;M;44
2013;1000;Vest-Agder;MDG;Miljøpartiet De Grønne;11;Monica Frenzel Gløersen;1976;Kristiansand;K;37
2013;1000;Vest-Agder;MDG;Miljøpartiet De Grønne;12;Hans Petter Horve;1978;Kristiansand;M;35
2013;1000;Vest-Agder;NKP;Norges Kommunistiske Parti;1;Petter Ivar Grønås;1950;Kristiansand;M;63
2013;1000;Vest-Agder;NKP;Norges Kommunistiske Parti;2;Runa Evensen;1974;Kristiansand;K;39
2013;1000;Vest-Agder;NKP;Norges Kommunistiske Parti;3;Arthur Martin Andreassen;1935;Farsund;M;78
2013;1000;Vest-Agder;NKP;Norges Kommunistiske Parti;4;Shamsuddin Shams;1949;Kristiansand;M;64
2013;1000;Vest-Agder;NKP;Norges Kommunistiske Parti;5;Paul Johan Thunes Jensen;1985;Kristiansand;M;28
2013;1000;Vest-Agder;NKP;Norges Kommunistiske Parti;6;Golshamir Mir;1954;Kristiansand;M;58
2013;1000;Vest-Agder;NKP;Norges Kommunistiske Parti;7;Trygve Morris Mersland;1945;Farsund;M;68
2013;1000;Vest-Agder;NKP;Norges Kommunistiske Parti;8;Danial Ahmadi;1959;Kristiansand;M;54
2013;1000;Vest-Agder;NKP;Norges Kommunistiske Parti;9;Linda Evensen;1965;Bykle;K;48
2013;1000;Vest-Agder;NKP;Norges Kommunistiske Parti;10;Odd Werner Sørensen;1950;Farsund;M;63
2013;1000;Vest-Agder;PP;Pensjonistpartiet;1;Ole Odd Berge;1943;Kristiansand;M;70
2013;1000;Vest-Agder;PP;Pensjonistpartiet;2;Nina Margrethe Bie;1957;Lindesnes;K;56
2013;1000;Vest-Agder;PP;Pensjonistpartiet;3;Einar Haarberg;1951;Kristiansand;M;62
2013;1000;Vest-Agder;PP;Pensjonistpartiet;4;Petter Marius Kjølleberg;1933;Farsund;M;79
2013;1000;Vest-Agder;PP;Pensjonistpartiet;5;Magne Peder Waren;1945;Lindesnes;M;68
2013;1000;Vest-Agder;PP;Pensjonistpartiet;6;Asbjørn Olaussen;1949;Søgne;M;64
2013;1000;Vest-Agder;PP;Pensjonistpartiet;7;Odd Alik Salvesen;1935;Kristiansand;M;78
2013;1000;Vest-Agder;PP;Pensjonistpartiet;8;Torgrim Nordgarden;1941;Vennesla;M;72
2013;1000;Vest-Agder;PP;Pensjonistpartiet;9;Kirsti Gunhild Mathiassen;1934;Farsund;K;79
2013;1000;Vest-Agder;PP;Pensjonistpartiet;10;Kari Berthelsen;1937;Søgne;K;76
2013;1000;Vest-Agder;PIR;Piratpartiet;1;Tale Mathilde Haukbjørk Christiansen Østrådal;1989;Kristiansand;K;23
